43.719	4.44817	-1.84488	9.49925	
43.7675	4.55294	-1.7919	9.53121	
83.1287	4.47137	1.35286	9.84804	
213.291	4.51379	-1.66811	6.73624	
218.902	4.52546	1.58385	2.29462	
224.447	4.5007	-1.64666	2.73153	
241.484	4.50135	-2.02777	2.60827	
259.095	4.49525	-1.65509	15.2725	
567.137	4.52328	1.75565	25.2712	
43.8941	5.02686	-1.84343	9.6403	
83.2374	4.95026	1.34876	9.83556	
83.2635	5.04937	1.34996	9.83703	
213.348	5.01606	-1.6833	6.77843	
218.931	5.01026	1.46542	2.26437	
224.481	5.00231	-1.63121	2.75777	
241.688	4.9662	-2.00583	2.58452	
259.14	4.98756	-1.69943	15.474	
567.047	5.00895	1.75627	25.4646	
10.4806	5.5364	0.905902	2.81857	
44.0292	5.49229	-1.87524	9.69138	
83.3678	5.52725	1.35145	9.83034	
213.406	5.51226	-1.68983	6.81154	
218.99	5.50089	1.43834	2.26507	
224.52	5.49625	-1.66751	2.8054	
241.972	5.50699	-2.0406	2.5484	
259.199	5.47816	-1.72404	15.6447	
566.959	5.4919	1.75369	25.6238	
10.627	5.76904	0.801255	2.80619	
10.9578	6.07513	0.777527	2.79149	
44.1718	5.95481	-1.89624	9.69433	
83.4719	6.00584	1.35501	9.82189	
213.466	6.00502	-1.69393	6.84045	
219.058	5.9964	1.42607	2.27728	
224.575	5.98303	-1.7152	2.86068	
242.186	5.94981	-2.00915	2.51221	
242.273	6.06578	-2.11665	2.50064	
259.279	6.0248	-1.68162	15.8084	
566.873	5.97383	1.75287	25.7703	
11.1261	6.27993	0.773147	2.78526	
11.4566	6.574	0.742541	2.78183	
44.3823	6.5305	-1.90516	9.64299	
83.5743	6.48442	1.36156	9.80393	
213.527	6.49576	-1.69703	6.86644	
219.13	6.49331	1.41606	2.29393	
224.643	6.46409	-1.76092	2.92186	
242.503	6.4992	-2.09132	2.4643	
259.342	6.51835	-1.69042	15.9226	
566.786	6.45523	1.75532	25.9159	
11.6366	6.76815	0.794564	2.78316	
11.9596	7.06751	0.77775	2.79496	
44.5391	6.99031	-1.91528	9.57172	
83.676	6.96288	1.36747	9.78313	
213.588	6.98528	-1.70031	6.89034	
219.205	6.98954	1.40626	2.31201	
224.725	6.94046	-1.80593	2.98534	
224.755	7.05931	-1.71981	2.99871	
242.737	6.93236	-2.08427	2.43109	
242.843	7.04668	-2.18362	2.42135	
259.407	7.01076	-1.69363	16.0185	
566.678	7.03675	1.7408	26.106	
12.1329	7.27459	0.841914	2.80412	
12.4449	7.5929	0.815155	2.83055	
44.6987	7.45366	-1.91315	9.46827	
44.753	7.56002	-1.93481	9.4355	
83.8026	7.54206	1.3637	9.75876	
213.652	7.47417	-1.70241	6.90939	
219.293	7.51063	1.40713	2.32893	
224.86	7.53469	-1.76137	3.06606	
243.126	7.46455	-2.16853	2.39924	
259.467	7.50367	-1.68969	16.0916	
566.592	7.51925	1.74615	26.2635	
12.6094	7.80773	0.862892	2.85103	
12.9253	8.13197	0.857123	2.89848	
44.9209	8.01813	-1.92865	9.31093	
83.8983	8.02146	1.36393	9.74029	
213.718	7.96326	-1.70381	6.92217	
219.381	8.00795	1.39889	2.34927	
224.968	8.00799	-1.79242	3.13341	
243.542	7.98877	-2.2541	2.38392	
259.523	7.99759	-1.68153	16.1516	
566.505	8.00096	1.75398	26.4246	
13.0771	8.35448	0.817819	2.92828	
13.4173	8.65813	0.803983	2.99266	
45.0832	8.48224	-1.9132	9.16393	
83.9969	8.50065	1.36006	9.72936	
213.799	8.53264	-1.70813	6.93034	
219.472	8.50237	1.38882	2.37277	
225.077	8.48054	-1.81464	3.19809	
244.004	8.49902	-2.31116	2.38093	
259.574	8.49309	-1.66751	16.1927	
566.415	8.4818	1.76167	26.5747	
13.572	8.85083	0.654205	3.02797	
13.9487	9.10774	0.655307	3.10381	
35.0218	9.21605	-0.0306569	3.58538	
35.5108	9.16128	-0.00647739	3.76145	
36.0044	9.13642	0.031906	3.92721	
36.4998	9.13808	0.079535	4.07265	
36.9944	9.16643	0.130426	4.18763	
37.4864	9.21906	0.179283	4.26215	
41.0286	9.06099	-1.19731	2.83411	
45.2448	8.95178	-1.88878	8.9975	
45.2946	9.04417	-1.9352	8.95931	
84.0999	8.97941	1.35253	9.72886	
213.865	9.0212	-1.71156	6.92481	
219.563	8.9936	1.38113	2.39675	
225.186	8.95193	-1.82849	3.25823	
244.524	8.99506	-2.43047	2.3911	
259.617	8.99064	-1.65003	16.2273	
566.324	8.96181	1.77003	26.7218	
14.1037	9.26308	0.452565	3.13781	
14.5119	9.4726	0.473071	3.21396	
14.9313	9.65824	0.499737	3.28553	
33.5449	9.67998	-0.334678	3.04233	
34.0027	9.51209	-0.359333	3.20567	
34.4763	9.37782	-0.373761	3.37942	
34.9645	9.27484	-0.34949	3.56104	
38.0158	9.32214	0.185251	4.28612	
38.5075	9.43647	0.263705	4.24867	
38.9909	9.56794	0.299591	4.14427	
39.4738	9.70854	0.249565	3.96219	
40.9406	9.25681	-1.33199	2.9095	
45.4549	9.50915	-1.90797	8.78784	
84.2082	9.45717	1.34324	9.74026	
213.932	9.51021	-1.71393	6.90966	
219.654	9.48226	1.3716	2.42392	
225.34	9.54003	-1.80107	3.3238	
259.652	9.49018	-1.62874	16.2503	
566.204	9.54361	1.7574	26.8853	
15.0924	9.77286	0.340466	3.312	
15.5219	9.94682	0.3798	3.37292	
15.9536	10.1112	0.406763	3.42367	
33.0306	10.0929	-0.742195	2.85418	
33.4427	9.81806	-0.749375	2.99789	
39.5373	9.79578	0.463036	3.92585	
40.0093	9.94249	0.368438	3.6611	
